1.94662;-40.935
30.0281;19.8787
24.3036;-84.3082
-32.9615;-0.414958
-43.1454;-12.5571
-2.56701;-87.5466
-58.8406;23.4215
63.2051;66.8291
-12.2137;-52.0375
79.0781;-59.1007
-93.5387;-39.684
-86.8973;86.8713
2.39152;-55.2545
-3.01344;-21.7223
17.3137;22.156
-62.7979;65.2449
-9.91521;47.6263
-22.18;-79.0955
12.8167;30.7425
-3.67494;19.2844
62.4642;95.9541
-86.7815;6.49417
-81.706;10.7215
23.349;4.78107
16.2419;-12.8961
72.4307;-59.6902
89.1326;93.226
-53.9994;-62.7551
96.2465;96.9267
-59.0252;62.0164
31.9014;-15.8466
84.8551;58.653
75.807;19.84
16.231;98.7815
-48.0226;-96.1261
-36.4972;11.3454
-77.3552;-0.614161
-93.0451;-47.6263
30.2468;27.6632
57.5283;-86.0487
-88.1204;41.9195
-98.9391;99.4844
-15.0027;-84.7099
47.8057;14.5525
-19.9562;-58.3484
70.9504;56.2694
-63.604;-91.5132
23.203;44.6814
-43.0695;33.2412
78.6144;-88.0378
37.8236;0.925744
-20.2016;37.5919
63.859;-50.7505
50.1141;92.4001
10.6376;42.2375
97.4629;88.2311
12.0332;33.6134
92.8006;14.6265
58.6149;-56.8749
-36.5872;71.6193
-32.2154;46.8388
-88.3992;-92.8748
60.5368;57.8679
-31.9654;26.234
63.3265;93.7124
-94.3774;-72.8287
63.0395;-73.0361
-49.7307;95.6815
33.3718;10.6491
56.5684;-25.8912
-27.4655;-71.9176
50.3285;14.4681
8.92589;18.3015
76.6395;-56.7474
11.1787;83.4118
36.2699;-22.8047
-13.5273;-99.0731
-54.8777;73.7534
-83.163;41.2455
12.0369;1.86646
-99.784;-90.859
-90.4094;23.3715
-25.8416;-43.2667
-2.0355;-16.5119
22.2243;-52.7329
69.521;-14.6986
89.3791;-34.8222
-26.6943;-26.4219
94.1499;-6.46241
90.6939;37.2423
-38.0378;-41.8313
96.0893;-20.6095
-17.0146;12.2008
-93.457;-37.8922
95.7061;-60.1479
-10.1223;20.7747
-24.557;69.4914
-50.9294;-44.5621
-77.2131;8.73874
85.3165;-29.8955
60.1484;75.7081
-53.5864;74.8219
42.5078;-50.6661
25.975;0.39842
82.9235;-87.6537
20.8213;-11.7649
77.3161;-45.4689
69.4406;-6.42211
-43.5794;46.5509
-24.345;62.804
84.339;12.726
62.1018;62.361
70.9115;-62.5518
45.9062;-93.7321
79.3947;-34.0407
